id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4.84073E+15,Mh5FCrD0X,6872083426,索问思_,个股来看，虽然涨跌比不好，但是今天大幅下跌的个股是近几个交易日来，最少的。后面降准和降息，都还有空间，力度不够就继续降准，再加上疫情放开预期增强，消息面偏暖甚至是频吹暖风。,,,,,0,0,122,2022/11/28 10:58,微博原创Android,,,
4.84073E+15,Mh5FqlRz0,1599563752,大漠老杨,疫情期间小商贩对封控小区的蔬菜等物资供应起到了重要的拾遗补缺的作用，他们起早贪黑也的确不容易。所以这段时间买东西我一般都不给他们讨价还价。今天在小区旁买块三线猪肉，30元一斤、花了78元，是觉得有点贵，老板说比前几天33元一斤还降了的。后来在另一家买菜发现同样的三线肉他家只卖26元一斤。一块肉白白多花了10元钱！倒不是消费不起，但感觉还是有点不爽。疫情期间蔬菜肉类等组织不易加上老百姓在静默管理活动半径受限，买东西货比三家有点难。但商贩定价自己心里还是有杆秤的，这就要看他自己的为商之道了，须知封控期间购物不便是暂时的，放开了老百姓会选择在哪里购物有了疫情期间的经历肯定眼睛会跟明镜似的！,,,,,0,0,1,2022/11/28 10:58,HUAWEI P40 5G,,,
4.84073E+15,Mh5Fnmnag,2659988077,山西市场导报微博,【太原疫情防控总体趋稳向好，但社会面仍有散发病例，形势依然不容乐观】本报讯（记者阎建军）在省委、省政府的坚强领导下，在太原市委、市政府的指挥调度下，在全市广大干部群众的共同努力下，太原疫情防控取得了阶段性成果。11月28日，太原市政府新闻办举行发布会，截至11月27日24时，太原市本轮疫情累计治愈出院130例，解除医学观察出舱73例。清零行动效果逐步显现，疫情多点、多源、多链扩散的态势得到有效遏制。经过为期9天的区域临时静默管理，特别是近3天攻坚清零行动，全市社会面混管阳性大幅下降，社会面检出数在急剧上升后趋于平稳，由高峰时的57管降至26日的11管，27日采样结果目前是5管社会面混采阳性；迎泽区、尖草坪区、晋源区连续3天社会面基本实现清零，新增病例数较少，链条清楚，风险可控；小店区、杏花岭区、万柏林区社会面检出持续下降，形势趋稳向好。鉴于当前疫情向好态势和总体可控局面，经省市专家研判，11月28日零时起对迎泽区、尖草坪区有序解除静默管理，其他区域将根据疫情防控成效逐步放开。解除静默后将有序恢复区域内生产生活秩序，提供好基本生活保障。饭店有序开放，暂不提供堂食；开放式景区景点限流开放；非必要场所暂不开放；企业严格执行复工报备程序，符合管理条件的工业企业、重点项目、建筑工地，经行业主管部门批准后可闭环建设和生产经营；社会车辆本区域内正常通行；药店正常开放，“一退两抗”药品要实名销售登记；农贸市场、蔬菜水果店、便利店等基本民生服务场所限流开放，最大限度满足人民群众生产生活所需。但解静不等于解防，放开不等于放松。随着社会面逐步放开，人员流动性、聚集性增加，疫情反弹风险不容忽视。要加强解除静默和未解除静默区域的边界管理，非必要不跨区流动，确需流动时持有效证明或通行证；民生保障、物资保供从业人员保持“两点一线”管理措施；重点行业从业人员核酸检测“一天一检”，广大居民“三天一检”；公共场所要严格落实测温、扫码、查证、戴口罩疫情防控“四要素”和环境通风消毒等防疫要求，核酸证明要查验48小时内阴性证明，及早阻断疫情传播风险。近期，全国疫情呈现全面散发、局部暴发态势，显现出点多面广线长、多链条传播、多毒株共存的特点，疫情形势十分严峻。太原市面临防输入、防反弹、防扩散、防外溢等多重压力，动态清零任务十分艰巨。下一步，坚决落实《新型冠状病毒肺炎防控方案（第九版）》和国务院联防联控机制关于进一步优化疫情防控工作二十条措施，认真落实省委、市委部署要求，坚持应急处置与常态化防控齐抓，外防输入与内防反弹并重，坚决守好守牢太原阵地。一是攻坚重点区域，尽早实现社会面清零。盯紧小店区、杏花岭区、万柏林区3个城区，结合“无疫社区”创建和“划小单元、清零竞赛”活动，严细实推进各项防控措施落地，早快准处置社会面阳性病例，集中力量打好歼灭战，力争尽快实现社会面清零，尽早解除区域静默；二是管好重点点位，防范疫情外溢。盯紧划定的449个高风险区，落实好“足不出户、上门服务”要求，既要严格管控，又要保障好老弱病残孕等特殊群体的基本生活和医疗需求，不准对居民户门一封了之、单元门一锁了之、小区大门一关了之，必须畅通应急通道；三是盯住重点人群，严防疫情输入。压紧压实“四方责任”，持续强化“第一时间、第一落点”管控，严格执行返（抵）并人员检疫信息登记和落地核酸检测，依托“三色标识”实施分类管理，堵住一切可能输入的风险和漏洞；四是提升重点能力，护佑群众健康。对照更大规模、更高标准，进一步加强专家队伍、核酸检测队伍、专业流调队伍建设，月底前潇河产业园方舱医院、阳曲方舱医院建成，储备床位达到1.3万张；实验室检测能力达到60万管，增强应对大规模疫情的韧劲。目前，太原市疫情防控形势总体趋稳向好，但社会面仍有散发病例，防控形势依然不容乐观。,,,,,0,10,21,2022/11/28 10:58,iPhone客户端,['https://wx3.sinaimg.cn/large/9e8c326dly1h8knoo0nzqj20m80go0te.jpg'],,
4.84073E+15,Mh5FggSNi,5142571642,浅吻街边雪633,中国疫情管控都已经三年了，如果突然放开相当于前功尽弃，唉，我现在基本上也是每天都要做核酸，感觉有点骑虎难下的意思,,,,,0,8,3,2022/11/28 10:57,nova7你在焦点在,,,
4.84073E+15,Mh5FecNJZ,1880897634,五朵五朵五朵,下楼做核酸，楼下的老人在聊天，就听到他们在说，如果国家放开了疫情，就等于把老人切断了，再后面我也走过去了没听清。现在被封控的人们无法正常工作，收入锐减，病毒毒性的降低，太多人想要放开了，反而只要有人不赞同就会被喷的体无完肤，人们都开始极端了，而最弱势的群体小孩和老人，没有智能手机不懂各类软件。,,,,,0,0,1,2022/11/28 10:57,iPhone客户端,['https://wx4.sinaimg.cn/large/701c3862gy1h8knin717pj20pt0adtbg.jpg'],,
4.84073E+15,Mh5EXDKZq,6748462125,特特理财,基金大盘今天受刺激，被人做空，补了之前的缺口，藉着早上这一砸，那么风险再次释放，突发事件改变了短期走势，但不改变中期走势，所以周末对对板块和大盘创业板的复盘观点不变。疫情严重和周末事情的加持下，今天旅游逆势大涨，很有意思，耐人寻味，春江水暖鸭先知！！！。我的观点，放开的预期越来越大。我也希望在科学防疫的基础上，重点搞经济，经济预期好了，股市才能好起来。#基金股票#,,,,基金 股票,1,19,95,2022/11/28 10:57,基金超话,"['https://wx3.sinaimg.cn/large/007mHRhjly1h8knft8pjoj30u01eg7b4.jpg', 'https://wx3.sinaimg.cn/large/007mHRhjly1h8knni76v2j30u01alag7.jpg']",,
4.84072E+15,Mh5hrczaX,2244664224,吊丝小说爱好者,无止尽的封控换来的就只是捉襟见肘的生活实在不能理解那些疫情爱好者的心态躺平和放开根本不是一个概念好吗,,,,,0,0,0,2022/11/28 9:59,iPhone 11,,,
4.84072E+15,Mh5hpDhXW,5439667684,Cinderella的魔盒_,我挺支持放开的，成年人有权利为自己的生活、健康甚至生命负责。当然，我也希望在归还大家自由的同时恢复核酸检测收费、新冠医治收费，没有敬畏感的自由称不上真正的自由，希望大家真正的做到为自己负责，为社会负责。疫情,,,,,0,2,7,2022/11/28 9:59,疫情超话,,,
4.84072E+15,Mh5h75U0C,7424024100,想去看下雪的故宫,现在的疫情又想要健康又想要生活肯定是不行的每个小区封控那个大铁板如果120或者突发情况家里开车去医院，要绕多远的路！120又怎么熟悉小区的情况。有多少病需要经常去医院长期治疗，怎么去？但是全面放开像国外一样想要生活，势必要死一批人，老人最先中。家里有老人的，现在喊的欢，如果最后死到自家头上，是不是还会后悔当初喊我要生活。疫情真的没有什么办法既要又要也要只希望治愈的药快点研发出来吧,,,,,0,0,1,2022/11/28 9:58,iPhone客户端,,,
4.84072E+15,Mh5gTanjC,6134218402,Oct1-6,希望大家可以理性看待问题看到一些不理智的言论真的挺心寒的有病的是人而不是国家我们国家应该我们每个人去守护而不是抛弃她指责她资本的力量虽然战胜不了但是我们团结就可以假如中国全面放开疫情管制首先新增的确诊人数就会压挎国内所有的医疗机构因为中国有14亿多人参考国外的患病比例美国有3.3亿人口确诊的人数在8000万人左右到时候中国确诊的人数有可能达到4亿人左右而且全面放开后我觉得国家不会再免费治疗了如果一个家庭有一例重症一个中产家庭就破灭了而那些钱和人脉并不能给给他们的家人争取一个床位如果全面放开新增的患者会冲击着各行各业谁都不可能做到独善其身到时候就不是单单挣不挣的到钱的问题了现在管挖严厉是对底层人民的最好保护像国外放开没人管你的死活求神拜佛管用吗人类的现代化进程才几百年对这样一个未知的病毒我觉得国家已经尽力地破解了但科技发展是需要时间的在没有完全破解之前对疫情慎重对待是对我们最好的保护现在有些人对当前疫情防控不满可以理解但脱离国情不分青红皂白的带节奏跑去指责政府国家真的很不理解真正该去指责的是那些挣着不该挣的钱拿着权利做不该做的事的人#武汉疫情防控#,,,,武汉疫情防控,5,86,414,2022/11/28 9:57,iPhone客户端,,,
4.84072E+15,Mh5gswlyv,1718521147,抱歉让你等待H,防疫防着防着就过头了要求放松或者放开的慢慢也过头了过度防疫是事实！导致很多次生灾害是事实！国家层面的台配套措施少，让现有的社会安全网承接伤害，击破了很多人安全生活的保障。这些都是事实，群众当然有意见！同样说新冠包括病毒变种是大号流感的，就跟把封控静默改成加强社会面管理一样的耍流氓。全面放开也好逐步放开也罢，都会造成医疗挤兑，药物短缺，这是事实！任何一个国家和地区，无论采取任何的事前准备都无法避免这个问题，甚至会持续好几年。需要面对很多死亡，这是事实。放开了经济会好？目前没有看到哪个国家或地区因为恢复正常生活而带来经济强势反弹的。因为反复感染，不停居家，超额死亡以及疫情期间的财政政策都给经济带来了严重的创伤。这也都是事实！过度防疫造成的伤害和“腐败”问题大家都有目共睹，痛心疾首。但放开包括逐步放开会造成的问题也要正确的认识到！保护人民群众的生命财产安全不是你觉得好的就好，事实证明社会安全网已经被击破的像个筛子了。生命和财产缺一不可啊。不负责任的人才会混淆视听，偷渡诉求，粉饰后果。,,,,,1,0,2,2022/11/28 9:56,iPhone客户端,,,
4.8407E+15,Mh4SZk3Oa,7047038730,廷加律师,逐步放开是一种必然。但时间选择呢？再扛几个月真的不行吗？管控措施可以适度放松，但还是要尽量遏制疫情传播。拖过这个冬天，就好办了。从冬末春初开始快速放松管控，持续到秋天，然后防疫措施就和中国香港地区差不多，就行了。在冬季快速全面放开，会面临很严重的后果。不可取。,,,,,1,1,5,2022/11/28 8:59,HarmonyOS设备,,,
4.8407E+15,Mh4SWDeXu,7507057787,花棠梨雪晴,放开是早晚的事情，不过是早来还是晚来的问题。每个人身份立场经历不同，声音很难一致。疫情几年guo库空虚。怕是只有居家有收入以及疫情下还能赚到不少钱的人，才会感受不到太多影响。做生意每天赔钱的人，经济和精神重创。居家无收入的人，生计困难。方舱和医院的人，只会更加叫苦不迭。经济基础决定上层建筑。经济大循环对未来的影响，可能比想象中还要严重。每个人的生存，就成了问题。,,,,,0,1,0,2022/11/28 8:58,OPPO Reno5 5G,,,
4.8407E+15,Mh4SQpUGX,5632513171,蒙哥奶奶,人民银行决定12月5日降低金融机构存款准备金0.25个百分点，这个市场有过预期股价也反映了。银保监会11月23日房地产十六条落地，定向授信超万亿，稳定房地产市场，个股也上涨消化了利好政策，后续接力压力大，不建议任何追高疫情的新二十条优化防疫措施后疫情反复，影响了市场热点的发展，新冠概念反反复复，疫情蔓延得不到控制后续还会有资金入场，现在资金流入中字头大盘蓝筹股较多，看看有没有市场龙头的出现，目前看中国科传排名与热度都是第一，今天预期一字开盘买不到，看看中国联通有没有继续的动力，中字头当老大也是好事，大盘不好不易追高疫情未来预期看医药还是有机会的，我们要学习外围的经验，我们的谨慎闭关走不久了，要适度放开,,,,,0,0,1,2022/11/28 8:58,iPhone客户端,,,
4.8407E+15,Mh4SCvtZv,3990133342,愛貓嗎李秀影,放开怕老人孩子抵不住，不放开外出又受限各种不方便，不管是哪种想法都是对的，所以什么时候疫情结束？,,,,,0,0,0,2022/11/28 8:58,新版微博 weibo.com,,,
4.8407E+15,Mh4SwBXV2,5830001345,天钰-当时明月,基金疫情是周末讨论最多的话题，北京防疫政策出现了积极的变化，不再强制封控。说明政策面正在做逐步放开的测试，默许北京众多小区的解封就是一种态度。至于股市，与创业板和深圳成指相比，上证指数虽然显得较为强势，但上涨的大部分都是国字头股票，在政府财政比较吃紧的情况下，国字头股票的应收账款会逐渐增大，所以我不认为国字头股票有持续性，大概率是资金无处可去了，到低估值板块来投机一把。从创业板的K线形态来看，目前还处于下跌趋势，如果能够跌到前低2228点附近，风险就不大了。我目前持有创业板50ETF，跌到前低附近会考虑加仓。,,,,,0,1,1,2022/11/28 8:57,基金超话,,,
4.8407E+15,Mh4Soilf0,3558145460,LSXU-,这年头啥行业都亏只有做核酸挣钱这鬼疫情啥时候放开,,,,,0,2,1,2022/11/28 8:57,iPhone客户端,['https://wx1.sinaimg.cn/large/d414fdb4gy1h8kk5jby97j20u0140dvv.jpg'],,
