id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4.8489E+15,MkwaiAP3r,5714142711,行走的拍摄_Li,疫情放开后公园散步随拍~#疫情下的摄影师##疫情放开之后#,,杭州,,"疫情下的摄影师,疫情放开之后",0,1,0,2022/12/20 23:56,iPhone客户端,"['https://wx2.sinaimg.cn/large/006eHXy7gy1h9apspry4dj30u01vf4df.jpg', 'https://wx3.sinaimg.cn/large/006eHXy7gy1h9apsh4bowj30u01hcaqm.jpg', 'https://wx4.sinaimg.cn/large/006eHXy7gy1h9apsr32zvj31900u0aly.jpg', 'https://wx1.sinaimg.cn/large/006eHXy7gy1h9apsy2df5j30u01hck3s.jpg', 'https://wx1.sinaimg.cn/large/006eHXy7gy1h9apsv63waj30u01hcndh.jpg', 'https://wx4.sinaimg.cn/large/006eHXy7gy1h9apss2g5nj30u01hcwur.jpg', 'https://wx3.sinaimg.cn/large/006eHXy7gy1h9aptaho7rj31hc0u018k.jpg', 'https://wx2.sinaimg.cn/large/006eHXy7gy1h9apt1ndldj30u01hcqfm.jpg', 'https://wx4.sinaimg.cn/large/006eHXy7gy1h9apt82wt6j31hc0u0h23.jpg']",,
4.8489E+15,Mkwa3dVp0,7412951993,用户uu67448,原本以为放开就好了再以为阳过就好了可是没有好了圣诞想出去拍照想出去跨年想去看詹雯婷的live疫情依旧在影响着我的生活Btw好想好想好想回家,,,,,0,0,0,2022/12/20 23:56,iPhone客户端,,,
4.8489E+15,Mkw9rbfV9,6526404060,不开心就憋着_,事实总与期待相违背我们期待疫情消失病毒消失结果是现在这样消失的是疫情的管控没人梦躲过?我以为放开了会什么都不受限制像回到了三年前一样现实是大家被病毒打倒倒在床上几天爬不起来我以为我很快就要做到不喜欢前任了结果他跟我说了几句有的没的我就又开始脑子不停地想着他思考和他之间的三两事我期待我们大家可以开开心心一起跨年现实是临近跨年大家都病倒了城市也像静默了一样最近的一切都事与愿违但也还是要适当地保持期待因为有期待才会有快乐人活着太需要快乐情绪了,,,,,0,0,0,2022/12/20 23:54,iPhone客户端,,,
4.84889E+15,MkvNaCIKo,5200288277,说股票谈投资,市场因为疫情放开不适应又开始跌了，但是这是短期的，曙光就在眼前，基本等两个月过了以后，社会面恢复正常，就将反弹。目前的市场确实没有亮点，都在跌，2022年注定就是一个单边熊市，这没啥好说的。还是更多的面向未来吧，着眼未来一年的投资机会，提前做些预判。从高层近期的表态，和刚刚结束的经济工作会议精神看。明年3月，新班子上来后，全力发力经济是可预见的。具体到行业，我还是看好汽车，军工，信创。这三个板块是行情的先锋板块，打头阵的。另外就是复苏板块，交通运输，旅游，娱乐等，这个观点之前也说过了。汽车这里，大逻辑还是国产汽车的崛起，汽车基本上有可能今后成为中国的支柱产业之一，未来世界汽车格局，德国，美国，日本三强将加上中国，这个趋势是很明显的，具体逻辑之前星球也提过多次，不展开。星球股票池做一些调整，将几个汽车标的重新纳入。更多标的挖掘可见知识星球！2022年马上就要过去，2023年就要到来。应该讲今年是很令人失望的，美联储加息，俄乌战争，疫情冲击很多因素导致了市场基本形成了单边下跌格局。但是做一些总结也是必要的，市场就是这样，否极泰来，周期往复，跌多了自然涨。近期本公众号将推出年度的回顾和展望系列文章，首发在知识星球，一段时间后会发布在公众号，大家可以留意。,,,,,0,0,0,2022/12/20 22:59,新版微博 weibo.com,,,
4.84889E+15,MkvN8yEfX,3169486517,柠檬新奇士,第三天。刚刚才总算哄睡了，还在低烧，翻来覆去依旧睡不好。心疼死了，内心十万个想替你受这些。这疫情一放开，说了n遍做好防护想想小孩，然并卵。若不是有以前备着的退烧药，大半夜发烧真的要急死去。除了无语也并不想说什么了。已经三天没有好好睡觉了，整个头重得好像要裂开一样。在家里除了吃饭洗澡口罩就没摘下来，为的能尽力保住不?才有精力照顾孩子。我的宝，快快打败打怪兽吧。,,,,,0,0,0,2022/12/20 22:59,iPhone客户端,['https://wx1.sinaimg.cn/large/bcea86b5gy1h9anuccmorj22c03407wi.jpg'],,
4.84889E+15,MkvMXhJo0,1883608841,拉面麻麻阳春面,疫情全面放开，也是期盼已久的事情，早晚必须接受事实！老公今天就38.5了，抗原还是小队长，也不知道是不是中了随缘，反正就还是住一起，真中，正好分批当然最糟心的是网课啦，幸好只是一个月，但是吧~这批孩子的总体水平会比较差吧除非自身是学霸附体~必须接受事实记录一下昨天#1219#简简单单，开开心心，健健康康，在一起，很满足我们仨,,,,1219,0,2,0,2022/12/20 22:59,iPhone客户端,"['https://wx1.sinaimg.cn/large/70459709ly1h9ao5iykryj21400u0woj.jpg', 'https://wx2.sinaimg.cn/large/70459709ly1h9ao5j6ef1j21400u0dp9.jpg', 'https://wx4.sinaimg.cn/large/70459709ly1h9ao5jcjrgj21400u0drg.jpg', 'https://wx3.sinaimg.cn/large/70459709ly1h9ao5ju4izj20u01hc1a8.jpg', 'https://wx2.sinaimg.cn/large/70459709ly1h9ao5ipcw1j20u01hcaou.jpg', 'https://wx1.sinaimg.cn/large/70459709ly1h9ao5k305tj20u01hcqgn.jpg']",,
4.84889E+15,MkvMShrir,5148461609,啊了个7777,#江苏小高考#真的，好难过啊，到底要怎样啊，你们才满意，我们的生命，我们的健康就不重要了吗，疫情都放开了，万一快考试那会阳了怎么办，一个班级都没有多少人，心思都不在学习上了，到底要怎样啊为什么，我不懂，我真的不懂，好难过，好失望啊,,,,江苏小高考,0,1,7,2022/12/20 22:59,Note 9,,,
4.84889E+15,MkvMP2vI0,1692784203,括苍山隐士,我一直是支持放开疫情管控的，但是凡事都应该有个过程，无论是一刀切封控，还是一刀切放开，都是我们应该反对的，逐步放开本应是最佳选择。当然，这个局面肯定不是几张A4纸能左右的，最大可能还是高层也意识到，原有的清零已经难以为继，财政已经捉襟见肘，小微企业和个体工商户大量入不敷出，关键是无法让人看到希望，社会信心没有了，群众不支持了，而我们党的一贯作风就是要保持与人民群众的血肉联系，要走群众路线，这是执政基本盘。现在既然已经几乎完全放开，开弓没有回头箭，只能硬着头皮往前走，希望在这个过程中，能够将副作用降至最低，尽可能保护好老人和孩子，将医疗资源尽量向体弱群体倾斜。同时，也衷心希望第一波高峰过去后，能够抓紧补上疫苗缺口，一方面放开进口疫苗，即使是自费也没关系，让民众多一种选择权，至少从香港数据来看，复必泰的效力还是强过科兴。另一方面补上接种缺口，在保证安全的前提下允许3岁以下儿童接种，加快补上老年人群疫苗覆盖面。另外，鉴于病毒必然长期传播，在下次高峰到来前，还是希望能把分级医疗体系建设好，在加强预判的基础上把重点药品储备好，避免和这次一样混乱不堪，一旦高峰到来可以平稳应对。第一波高峰结束后，希望能有进一步鼓励消费、鼓励生产的措施，信心和活力能恢复到2019年的水平。#助力老人平稳度过第一波疫情高峰#,,,,助力老人平稳度过第一波疫情高峰,1,0,4,2022/12/20 22:58,HUAWEI P30,,,
4.84889E+15,MkvMOuaz7,1992843435,zZxweii,疫情一波三折11月被封控一个多星期紧接着防疫放开政策以为12月会顺利到期末结束但挡也挡不住小洋人遍地开花上周三班里有个孩子发烧哭得让人心疼原来?了慌得一批第二天学校?越来越多每个班里学生越来越来少老师也倒了一片每天祈祷能坚持到期末收到很多家长的信息提醒我要做好防护保护自己终于在今天早上教育局发布通知明天开始线上教学了！！幸福来的好突然！！终于可以不用担心班里哪个学生?了！！我每天在学校都有幻阳症！！回到家整个人就活起来了！！明天睡个懒觉再起来上网课进入16强了加油,,,,,0,6,0,2022/12/20 22:58,iPhone客户端,"['https://wx3.sinaimg.cn/large/76c860abgy1h9ao59cuqlj23402c0x6q.jpg', 'https://wx4.sinaimg.cn/large/76c860abgy1h9ao5dkkhsj212137kkjl.jpg', 'https://wx2.sinaimg.cn/large/76c860abgy1h9ao5a3dguj20wi0n8wl4.jpg', 'https://wx2.sinaimg.cn/large/76c860abgy1h9ao5e9n1uj20wi0t476a.jpg']",,
4.84889E+15,MkvMNeY7j,1342296661,莫开伟,#12月LPR报价出炉均维持不变#12月LPR报价不变基本符合社会各界预期，在当前这种经济态势下，LPR保持不变是当前提振产业经济发展信心以及恢复经济增长icon的需要。当前房地产业面临较大风险，是2008年以来面临的最大困难，这需要资金注入，更需要低成本资金的润滑；而且其他实体企业由于疫情防控放开之后也需要及时复苏，这一切都需要低成本的资金注入，由此，LPR保持不变还是符合当前我国经济运行实际的。但是，我们也要看到，LPR维持不变可能也只是权宜之计，从当前来看，防疫放控放松之后，大规模经济启动更加需要资金和低成本资金，LPR利率不变仍然对当前经济复苏icon具有一定的抑制作用。LPR利率其实需要下降才是最迫切的，估计央行也会降准icon或降息icon，LPR下一次公布的利率会下降也应是大概率事件。,,,,12月LPR报价出炉 均维持不变,0,1,0,2022/12/20 22:58,HUAWEI P50 Pro,['https://wx4.sinaimg.cn/large/5001d255gy1h9ao5crcqrj20hs0dbthb.jpg'],,
4.84889E+15,MkvMJETQN,2949968151,东尼的嘎嘎,疫情放开后的西安街头！L东尼的嘎嘎的微博视频,,,,,1,0,1,2022/12/20 22:58,iPhone客户端,,"http://f.video.weibocdn.com/o0/g6epc6golx081I46y6iQ01041200sp1a0E010.mp4?label=mp4_720p&template=720x1104.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1671724611&ssig=UE99t%2FIyWL&KID=unistore,video",
4.84889E+15,MkvMu1wtd,2769940382,桑千绯,疫情放开之后周一人数对比李泽言言五周年快乐乐晚安安,,,,,0,0,1,2022/12/20 22:58,iPhone客户端,"['https://wx3.sinaimg.cn/large/a519ef9ely1h9ao0r5bgaj20u018ygp0.jpg', 'https://wx4.sinaimg.cn/large/a519ef9ely1h9ao46t57oj20rs0rs7bn.jpg']",,
4.84887E+15,MkvoPhzvF,1988026227,远方之远_Fei,疫情放开才半个来月吧，原来只能在新闻看到的阳性患者，现在身边比比皆是。病毒蔓延如此之快，确实让人们对政府前三年不近人情的防控多了几分理解。顶着各种质疑和批评，好在把肺炎熬成呼吸道感染，我党功德无量啊！[合十][合十][合十],,,,,0,2,1,2022/12/20 21:59,iPhone客户端,['https://wx1.sinaimg.cn/large/767edf73ly1h9amfwo88vj20qy0f6gnm.jpg'],,
4.84887E+15,MkvoJz2yz,3992925121,日思日笃,记得很久之前，国家就动员和鼓励老年人打疫苗。但是，部分老年人始终很抗拒打疫苗，就好像打疫苗就是要他命似的。当然，有的老人确实是情况不允许打疫苗，但有的老人身体状况允许也不想打。后来，国家想了很多的办法，甚至出钱出物，鼓励老年人打疫苗，仍然有一小部分老年人没有打疫苗。如今，国家放开疫情防控政策，老年人面临的形势非常严峻。现在回过头来看，才明白国家的良苦用心。国家始终是想着老百姓的，但有的老百姓没有想着国家。国家为了保护人民生命健康，已经努力了三年，也取得了重大成就。但是，不能一直这样永远地封控下去。国家要运转，社会要运转，老百姓也要运转。说白了，再不放开，因为疫情破产返贫的人会更多，国家和社会的压力会越来越大。放开，是必然趋势。希望条件允许的老年人能够主动的打疫苗，不要辜负了国家的一片心，更不要把自己置于绝境。#高福称新形势下疫情防控清病不清毒##老年人健康#,,,,"高福称新形势下疫情防控清病不清毒,老年人健康",0,1,1,2022/12/20 21:59,三星Note10＋ 5G,,,
4.84887E+15,MkvoF9k98,1776408501,归去晚来,2022年经济，无论是大基建、汇率、股市，有大财政托住。因为疫情防控的客观要求，内需和消费则是容忍其低迷的。2023年，疫情完全放开，经济也就顺其自然交给市场了，只是保持必要的财政强度，不是那么必要的就不举债了。那么市场的信心，谁出来拉动呢？民营企业比如包括互联网平台、教培、游戏、房地产都是极有可能的。,,,,,0,0,0,2022/12/20 21:59,HUAWEI Mate 40 Pro,,,
4.84887E+15,MkvouenWr,5646929183,花花要开心啊哈,诚心转：西安栾术点阵激光（去痘坑毛孔）一次，2k低价出，我买了三次最后一次疫情原因一直没去成，结果放开后想去的前一天晚上我家里羊了，真的是一整个无语。。。。我的操作医生是栾院，他应该都知道就不介绍了，他的点阵2k根本没有，所以这个价格我出的很诚心了。然后细节我会和医院沟通好，到时候直接去就成，本人很负责，也很好说话，后续恢复什么的咱们也可以互相沟通。,,,,,0,3,0,2022/12/20 21:58,,['https://wx2.sinaimg.cn/large/b10c1bc2ly1h9agdnpk8oj208c07laa5.jpg'],,
4.84887E+15,MkvoqFpYc,5977406158,小鲸鱼012,爸爸，你离开的那年疫情刚刚开始，今年冬天已经放开了，时间过得真快，想说的话很多，等慢慢和你说吧,,,,,0,0,0,2022/12/20 21:58,iPhone客户端,,,
4.84887E+15,Mkvor3Rpo,5235441992,短线将军,突然发现，疫情之后，中国出现了三个“反常”现象！?第一，年轻人突然不再大手大脚。突然本以为，逐渐有序放开之后，年轻人会大手大脚疯狂消费。结果不仅没有，年轻人反而变得更加理性务实了。身边很多朋友，近期确实加大了消费力度，但整个心态完全不同了。以前，有用的没用的，只要自己喜欢，都会一股脑消费。现在，却开始从自身实际情况出发，整个消费变得更加贴切实际。?第二，70、80后的消费心态开始出现在90、00后年轻人身上。70、80后的消费，有一个典型的代表现象，那就是对比消费。同一个东西，会同时在多个平台上仔细对比。这样的消费，虽然最终能降低成本，但花的时间却更长了。以前，这对于年轻人来说，是难以接受的。但现在，这群90后、00后却开始掀起了一场对比消费的潮流。?值得注意的是，他们不仅是在天猫京东唯品会上对比性价比，而是已经扩大到了整个消费链路。除了性价比，还包括品质、售后服务、物流效率等，综合下来才会做出最终决策。这其实是一个很好的现象，意味着“对比消费”在这群年轻人中完成了升级，整个消费聚焦从以前的商品本身，扩大到了整个消费链路。?第三，年轻人突然不再盲目崇拜进口，开始加速拥抱国产。身边很多年轻的朋友，以前都很追求所谓的西方进口。手机要用苹果三星、汽车要开日系韩系、衣服鞋子也要阿迪耐克或者奢侈品，倒不是觉得进口比国产实力水平高出多少，而是觉得进口额外多一份面子，满足了虚荣感。现在，这样的情况完全变了，年轻人开始主动拥抱国产，发现穿国产用国产开国产，反而令人更加自信。?这一点，从目前各个行业的变化，就能得到印证。例如汽车行业，刚刚过去的11月，丰田下滑18%，本田、日产更是下滑40%以上。而另一边，国产比亚迪实现了单月卖出20万辆的突破，长安也猛增了194%。还有手机领域，目前整个市场超80%以上都是国产，不再只是苹果三星，还有华为小米。还有鞋服领域，安踏鸿星尔克等在京东唯品会上持续被年轻人拥抱，今年以来实现了倍数级增长。这看上去只是消费的回流，实则是自信的回归。?不得不感叹，这场疫情让我们看清了很多事。很多人总说，疫情之后，大家变穷了，不敢消费了，不敢买奢侈品了？其实并不是，而是越来越多的人开始回归理性务实且自信的消费，越来越多的人开始明白，手中的钱粮、身体的健康、内心的平和，才是真正的奢侈品！,,,,,0,0,0,2022/12/20 21:58,,"['https://wx4.sinaimg.cn/large/005IjnCMgy1h9amevucokj30r30icwvp.jpg', 'https://wx3.sinaimg.cn/large/005IjnCMgy1h9amew7cl0j30i70cxgv6.jpg', 'https://wx3.sinaimg.cn/large/005IjnCMgy1h9amewj2i9j30i30dithf.jpg']",,
4.84887E+15,MkvooCtqS,5594394164,彤彤15120,这么大的国家，疫情放开时候没有考虑到药物的供应吗？39°了到处买不到药,,,,,0,0,3,2022/12/20 21:58,iPhone客户端,,,
4.84887E+15,MkvnZwA1I,6981546574,5651王,儿子昨晚发烧了，我今天中午给他打电话时才知道。经过检测，成了小阳人，不过好的一点，症状除了发烧外，还没有其他的。自从疫情防控放开后，我们成了自己防控的第一责任人，说实话就是除了做好防护外就是较量抵抗力的时候。目前好多人都躺平了，外面都成了“羊羊”的世界了。此时，作为我，只能给儿子做些好吃的送张家村去，以解决他这一阶段的生活问题。希望他能早日恢复！！O网页链接,,,,,0,1,0,2022/12/20 21:57,HUAWEI Mate 30,['https://wx4.sinaimg.cn/large/007CtRbUly1h9amdrft3hj30u012o7ch.jpg'],,
4.84887E+15,MkvnCtIzg,6692281789,椰青椰子,#疫情#每天?人好多放开后街上直接净街了搞的阴着得人每天都在套症状大家都疯了～希望早日结束，大家都能正常一些。,,,,疫情,0,0,0,2022/12/20 21:56,iPhone客户端,,,
4.84887E+15,MkvnzwoPF,5058022463,2十五岁,疫情宣布全面放开是2022.12.8日，所以我也应该13天没出去了，除了去十楼吃饭，身边很多人都阳了，最早的郭奇，杨正开，然后小秀一家，大姐的公公和姐夫，小区的邻居，宋芷惠，大姨还有孩子，以及每天朋友圈的N+a个人，看着大家的症状，各种各样，难受的要死要活，我也感觉浑身难受，老公和公公还没回来，他们俩差不多过完元旦回来，我们三个人不知道能坚持到哪天，现在阳完了的人解放了，自由了，我们这真是哪哪不敢去，我倒是不害怕，主要是担心孩子，能挺一天是一天吧。不过我估计等他们两回来也快了，还能一直不出去吗？不可能，顺其自然吧可可马上两周岁了，最近天天晚上可以自主入睡了，我给讲一会故事，自己就睡着啦，真的长大了，吃饭也好，睡觉也好，可以睡一晚上，半夜不用喝奶了，拉臭臭也不错?老母亲很欣慰。,,,,,0,4,0,2022/12/20 21:56,iPhone客户端,['https://wx4.sinaimg.cn/large/005wiWHtly1h9amc9taa9j30tu13ugsk.jpg'],,
4.84886E+15,Mkv0ew15g,2815254821,一大碗饸饹,这一个月的时间就像做梦一样上个月还在疫情防控卡口执勤短短一个月的时间二十条十不准新十条直至彻底放开现在变成了满大街的小?人路上的车人越来越少还有5天圣诞节还有10天就跨年了现在的心思都在“我阳了？我没阳！我到底阳了没”看着身边的同事一个一个都变身了终于我也没躲过去快点好起来吧我家人朋友们还有这个世界,,,,,0,5,7,2022/12/20 20:59,iPhone客户端,,,
4.84886E+15,Mkv0beXYa,6055547119,连策lian,刚刚在抖音刷到的，疫情才放开几天，老百姓连颗药都买不上，如果发生战争，老百姓是个啥。万恶的资本国家发展太快的弊端也在慢慢显露出来,,,,,0,0,0,2022/12/20 20:59,荣耀30 5G,,,
4.84886E+15,Mkv08Ajas,3535427233,J就盖了帽了,还有人敢买期房吗放开了你才拿疫情说事儿.RNM退钱！@成都万科,,,成都万科,,0,5,0,2022/12/20 20:58,HarmonyOS设备,"['https://wx2.sinaimg.cn/large/d2ba56a1gy1h9aknzjj7bj22dc35shdu.jpg', 'https://wx2.sinaimg.cn/large/d2ba56a1gy1h9ako05w8hg208c07adwx.jpg']",,
